연월,EL_평균,관측소_수
2007-01,5.965,2
2007-02,5.44,2
2007-03,5.185,2
2007-04,4.97,2
2007-05,4.83,2
2007-06,4.64,2
2007-07,5.03,2
2007-08,5.47,2
2007-09,7.115,2
2007-10,8.085,2
2007-11,8.455,2
2007-12,8.285,2
2008-01,7.935,2
2008-02,7.515,2
2008-03,7.15,2
2008-04,6.845,2
2008-05,6.55,2
2008-06,6.635,2
2008-07,6.645,2
2008-08,6.495,2
2008-09,6.27,2
2008-10,6.015,2
2008-11,5.615,2
2008-12,5.175,2
2009-01,4.745,2
2009-02,4.53,3
2009-03,4.35,3
2009-04,4.223,3
2009-05,4.167,3
2009-06,4.19,3
2009-07,4.35,3
2009-08,4.47,3
2009-09,4.39,3
2009-10,4.503,3
2009-11,4.423,3
2009-12,4.3,3
2010-01,4.05,3
2010-02,3.867,3
2010-03,3.853,3
2010-04,4.25,3
2010-05,4.527,3
2010-06,4.66,3
2010-07,5.397,3
2010-08,5.977,3
2010-09,7.203,3
2010-10,7.673,3
2010-11,7.363,3
2010-12,6.963,3
2011-01,6.463,3
2011-02,5.913,3
2011-03,5.453,3
2011-04,5.003,3
2011-05,4.697,3
2011-06,4.657,3
2011-07,5.033,3
2011-08,5.56,3
2011-09,5.71,3
2011-10,5.637,3
2011-11,5.977,3
2011-12,6.043,3
2012-01,5.747,3
2012-02,5.403,3
2012-03,5.24,3
2012-04,5.303,3
2012-05,5.92,3
2012-06,5.947,3
2012-07,6.093,3
2012-08,6.35,3
2012-09,7.693,3
2012-10,8.48,3
2012-11,8.493,3
2012-12,8.207,3
2013-01,7.707,3
2013-02,7.213,3
2013-03,6.797,3
2013-04,6.41,3
2013-05,6.033,3
2013-06,5.91,3
2013-07,5.73,3
2013-08,5.283,3
2013-09,4.84,3
2013-10,4.677,3
2013-11,4.257,3
2013-12,4.113,3
2014-01,3.863,3
2014-02,3.74,3
2014-03,3.69,3
2014-04,3.617,3
2014-05,3.59,3
2014-06,3.667,3
2014-07,4.043,3
2014-08,4.963,3
2014-09,5.79,3
2014-10,6.153,3
2014-11,6.047,3
2014-12,5.813,3
2015-01,5.487,3
2015-02,5.133,3
2015-03,4.88,3
2015-04,4.92,3
2015-05,5.283,3
2015-06,5.683,3
2015-07,6.347,3
2015-08,6.743,3
2015-09,6.887,3
2015-10,6.773,3
2015-11,6.573,3
2015-12,6.313,3
2016-01,5.93,3
2016-02,5.667,3
2016-03,5.613,3
2016-04,5.757,3
2016-05,5.98,3
2016-06,6.013,3
2016-07,6.26,3
2016-08,6.227,3
2016-09,6.06,3
2016-10,6.35,3
2016-11,6.35,3
2016-12,6.04,3
2017-01,5.677,3
2017-02,5.28,3
2017-03,4.867,3
2017-04,4.57,3
2017-05,4.29,3
2017-06,4.05,3
2017-07,3.783,3
2017-08,3.55,3
2017-09,3.437,3
2017-10,3.523,3
2017-11,3.243,3
2017-12,3.057,3
2018-01,2.923,3
2018-02,2.72,3
2018-03,2.803,3
2018-04,2.973,3
2018-05,3.37,3
2018-06,3.697,3
2018-07,3.857,3
2018-08,4.107,3
2018-09,4.747,3
2018-10,5.38,3
2018-11,5.597,3
2018-12,5.743,3
2019-01,5.44,3
2019-02,5.12,3
2019-03,4.737,3
2019-04,4.4,3
2019-05,4.107,3
2019-06,3.847,3
2019-07,4.09,3
2019-08,4.76,3
2019-09,6.39,3
2019-10,8.03,3
2019-11,8.41,3
2019-12,8.163,3
2020-01,7.65,3
2020-02,7.1,3
2020-03,6.573,3
2020-04,6.01,3
2020-05,5.617,3
2020-06,5.42,3
2020-07,5.81,3
2020-08,6.023,3
2020-09,7.453,3
2020-10,8.36,3
2020-11,8.283,3
2020-12,7.77,3
2021-01,7.107,3
2021-02,6.6,3
2021-03,6.13,3
2021-04,5.66,3
2021-05,5.477,3
2021-06,5.473,3
2021-07,5.517,3
2021-08,5.453,3
2021-09,5.777,3
2021-10,6.027,3
2021-11,5.923,3
2021-12,5.71,3
2022-01,5.357,3
2022-02,4.983,3
2022-03,4.64,3
2022-04,4.39,3
2022-05,4.207,3
2022-06,4.097,3
2022-07,3.967,3
2022-08,3.97,3
2022-09,4.23,3
2022-10,4.213,3
2022-11,4.157,3
2022-12,3.987,3
2023-01,3.813,3
2023-02,3.713,3
2023-03,3.52,3
2023-04,3.533,3
2023-05,4.123,3
2023-06,4.797,3
2023-07,5.627,3
2023-08,6.22,3
2023-09,6.803,3
2023-10,6.89,3
2023-11,6.63,3
2023-12,6.243,3
2024-01,5.793,3
2024-02,5.447,3
2024-03,5.227,3
2024-04,5.097,3
2024-05,5.243,3
2024-06,5.47,3
2024-07,6.087,3
2024-08,6.097,3
2024-09,6.04,3
2024-10,6.06,3
2024-11,6.39,3
2024-12,6.26,3
2025-01,5.963,3
2025-02,5.63,3
2025-03,5.293,3
2025-04,4.867,3
2025-05,4.677,3
2025-06,4.637,3
2025-07,4.607,3
2025-08,4.417,3
2025-09,4.347,3
2025-10,4.453,3
2025-11,4.393,3
2025-12,4.187,3
2026-01,3.867,3
2026-02,3.637,3
2026-03,3.417,3
