연월,EL_평균,관측소_수
2011-01,35.83,1
2011-02,36.42,1
2011-03,37.58,1
2011-04,38.34,1
2011-05,38.44,1
2011-06,40.14,1
2011-07,42.49,1
2011-08,41.95,1
2011-09,41.63,1
2011-10,40.64,1
2011-11,41.77,1
2011-12,41.3,1
2012-01,39.68,1
2012-02,39.0,1
2012-03,38.88,1
2012-04,41.13,1
2012-05,44.55,1
2012-06,43.11,1
2012-07,42.89,1
2012-08,44.87,1
2012-09,48.51,1
2012-10,45.61,1
2012-11,43.61,1
2012-12,42.14,1
2013-01,41.29,1
2013-02,41.22,1
2013-03,40.93,1
2013-04,40.63,1
2013-05,41.27,1
2013-06,42.33,1
2013-07,41.7,1
2013-08,40.46,1
2013-09,40.06,1
2013-10,39.59,1
2013-11,39.25,1
2013-12,38.83,1
2014-01,38.92,1
2014-02,38.81,1
2014-03,38.66,1
2014-04,39.08,1
2014-05,39.8,1
2014-06,41.68,1
2014-07,42.11,1
2014-08,44.07,1
2014-09,43.86,1
2014-10,42.03,1
2014-11,40.51,1
2014-12,39.25,1
2015-01,38.19,1
2015-02,37.76,1
2015-03,37.94,1
2015-04,39.22,1
2015-05,41.87,1
2015-06,41.05,1
2015-07,42.25,1
2015-08,41.46,1
2015-09,39.92,1
2015-10,39.75,1
2015-11,39.09,1
2015-12,38.46,1
2016-01,37.65,1
2016-02,37.46,1
2016-03,38.04,1
2016-04,38.22,1
2016-05,39.21,1
2016-06,38.88,1
2016-07,39.47,1
2016-08,39.18,1
2016-09,38.07,1
2016-10,38.52,1
2016-11,37.61,1
2016-12,36.37,1
2017-01,35.48,1
2017-02,35.17,1
2017-03,34.65,1
2017-04,34.92,1
2017-05,34.31,1
2017-06,33.88,1
2017-07,33.28,1
2017-08,33.44,1
2017-09,33.4,1
2017-10,36.13,1
2017-11,35.24,1
2017-12,33.96,1
2018-01,33.73,1
2018-02,33.73,1
2018-03,33.52,1
2018-04,33.85,1
2018-05,37.36,1
2018-06,37.72,1
2018-07,37.36,1
2018-08,36.2,1
2018-09,36.89,1
2018-10,37.56,1
2018-11,36.68,1
2018-12,35.45,1
2019-01,34.45,1
2019-02,33.31,1
2019-03,31.87,1
2019-04,31.51,1
2019-05,32.59,1
2019-06,34.73,1
2019-07,35.35,1
2019-08,36.95,1
2019-09,38.38,1
2019-10,38.45,1
2019-11,37.0,1
2019-12,35.59,1
2020-01,34.3,1
2020-02,33.33,1
2020-03,32.92,1
2020-04,32.52,1
2020-05,34.28,1
2020-06,35.38,1
2020-07,37.58,1
2020-08,37.31,1
2020-09,38.36,1
2020-10,37.68,1
2020-11,36.27,1
2020-12,35.01,1
2021-01,33.33,1
2021-02,32.16,1
2021-03,31.34,1
2021-04,31.92,1
2021-05,32.89,1
2021-06,33.4,1
2021-07,34.33,1
2021-08,34.84,1
2021-09,37.83,1
2021-10,37.74,1
2021-11,35.91,1
2021-12,34.61,1
2022-01,32.84,1
2022-02,31.62,1
2022-03,30.69,1
2022-04,29.98,1
2022-05,28.67,1
2022-06,28.51,1
2022-07,28.87,1
2022-08,30.36,1
2022-09,33.64,1
2022-10,33.58,1
2022-11,32.44,1
2022-12,31.04,1
2023-01,30.4,1
2023-02,30.09,1
2023-03,29.48,1
2023-04,30.28,1
2023-05,34.27,1
2023-06,35.73,1
2023-07,37.07,1
2023-08,37.88,1
2023-09,38.17,1
2023-10,36.97,1
2023-11,35.59,1
2023-12,34.12,1
2024-01,32.86,1
2024-02,32.4,1
2024-03,32.1,1
2024-04,32.98,1
2024-05,34.83,1
2024-06,35.81,1
2024-07,37.54,1
2024-08,36.85,1
2024-09,35.89,1
2024-10,35.27,1
2024-11,35.26,1
2024-12,34.46,1
2025-01,33.39,1
2025-02,32.45,1
2025-03,31.7,1
2025-04,31.58,1
2025-05,33.71,1
2025-06,34.52,1
2025-07,33.91,1
2025-08,32.42,1
2025-09,33.05,1
2025-10,34.1,1
2025-11,33.02,1
2025-12,31.98,1
2026-01,31.46,1
2026-02,30.6,1
2026-03,29.87,1
