연월,EL_평균,관측소_수
2007-01,2.954,9
2007-02,2.669,9
2007-03,2.809,9
2007-04,2.737,9
2007-05,2.627,9
2007-06,2.559,9
2007-07,3.454,9
2007-08,3.858,9
2007-09,9.202,9
2007-10,10.121,9
2007-11,6.971,9
2007-12,5.081,9
2008-01,4.309,9
2008-02,4.208,9
2008-03,3.398,9
2008-04,3.237,9
2008-05,3.103,9
2008-06,3.412,9
2008-07,4.299,9
2008-08,4.138,9
2008-09,3.897,7
2008-10,3.479,9
2008-11,2.96,9
2008-12,2.564,9
2009-01,2.332,9
2009-02,2.348,9
2009-03,2.497,9
2009-04,2.566,9
2009-05,2.799,9
2009-06,2.794,9
2009-07,2.803,9
2009-08,3.261,9
2009-09,3.471,9
2009-10,3.862,9
2009-11,3.331,9
2009-12,2.932,9
2010-01,2.504,9
2010-02,2.424,9
2010-03,2.798,9
2010-04,3.271,9
2010-05,3.489,9
2010-06,3.183,9
2010-07,3.983,9
2010-08,4.474,9
2010-09,6.299,9
2010-10,5.619,9
2010-11,4.483,9
2010-12,3.613,9
2011-01,2.991,9
2011-02,2.618,9
2011-03,2.35,9
2011-04,1.979,8
2011-05,1.874,8
2011-06,2.339,8
2011-07,3.526,8
2011-08,5.013,9
2011-09,5.531,9
2011-10,4.561,9
2011-11,3.648,8
2011-12,3.574,8
2012-01,2.931,8
2012-02,2.622,8
2012-03,2.886,8
2012-04,3.062,8
2012-05,4.396,8
2012-06,4.19,9
2012-07,3.868,9
2012-08,4.118,9
2012-09,9.064,9
2012-10,9.024,9
2012-11,6.227,9
2012-12,4.64,9
2013-01,3.465,8
2013-02,2.741,7
2013-03,2.57,7
2013-04,2.614,7
2013-05,2.549,7
2013-06,2.604,7
2013-07,2.657,7
2013-08,2.427,7
2013-09,2.589,8
2013-10,2.771,9
2013-11,2.564,9
2013-12,2.231,8
2014-01,2.058,8
2014-02,2.187,9
2014-03,2.468,9
2014-04,2.413,9
2014-05,2.354,9
2014-06,2.371,9
2014-07,3.041,9
2014-08,4.481,9
2014-09,5.08,8
2014-10,4.766,9
2014-11,4.131,9
2014-12,3.6,9
2015-01,3.213,9
2015-02,10.436,10
2015-03,10.145,10
2015-04,10.173,10
2015-05,10.65,10
2015-06,12.111,9
2015-07,12.849,10
2015-08,13.044,10
2015-09,12.576,10
2015-10,12.392,10
2015-11,11.949,10
2015-12,11.924,10
2016-01,11.45,10
2016-02,11.243,10
2016-03,11.314,10
2016-04,11.432,10
2016-05,11.54,10
2016-06,11.429,10
2016-07,11.705,10
2016-08,11.373,10
2016-09,11.074,10
2016-10,12.896,10
2016-11,12.391,10
2016-12,11.491,10
2017-01,10.916,10
2017-02,10.457,10
2017-03,10.081,10
2017-04,9.872,10
2017-05,9.588,10
2017-06,9.416,10
2017-07,9.29,10
2017-08,9.21,10
2017-09,9.192,10
2017-10,9.256,10
2017-11,9.022,10
2017-12,8.741,10
2018-01,8.636,10
2018-02,8.513,10
2018-03,8.834,10
2018-04,9.123,10
2018-05,9.411,10
2018-06,9.435,10
2018-07,10.306,10
2018-08,10.191,10
2018-09,11.453,10
2018-10,13.718,10
2018-11,12.822,10
2018-12,11.452,10
2019-01,10.438,10
2019-02,9.787,10
2019-03,9.538,10
2019-04,9.31,10
2019-05,9.299,10
2019-06,9.524,10
2019-07,10.867,10
2019-08,12.4,10
2019-09,14.76,10
2019-10,18.891,10
2019-11,16.171,10
2019-12,13.712,10
2020-01,12.282,10
2020-02,11.549,10
2020-03,11.106,10
2020-04,10.665,10
2020-05,10.277,10
2020-06,10.196,10
2020-07,10.662,10
2020-08,10.899,10
2020-09,14.748,10
2020-10,14.476,10
2020-11,12.777,10
2020-12,11.566,10
2021-01,10.798,10
2021-02,10.348,10
2021-03,10.101,10
2021-04,10.032,10
2021-05,10.023,10
2021-06,10.093,10
2021-07,10.116,10
2021-08,10.761,10
2021-09,13.58,10
2021-10,14.951,10
2021-11,13.498,10
2021-12,11.285,11
2022-01,10.508,11
2022-02,9.955,11
2022-03,10.332,10
2022-04,9.465,11
2022-05,9.516,11
2022-06,9.452,11
2022-07,9.291,11
2022-08,9.566,11
2022-09,11.383,11
2022-10,11.137,11
2022-11,10.32,11
2022-12,9.641,11
2023-01,9.227,11
2023-02,9.121,11
2023-03,9.041,11
2023-04,8.985,11
2023-05,10.005,11
2023-06,10.604,11
2023-07,11.67,11
2023-08,11.77,11
2023-09,11.935,11
2023-10,11.465,11
2023-11,10.761,11
2023-12,10.132,11
2024-01,9.794,11
2024-02,9.83,12
2024-03,10.858,12
2024-04,11.324,11
2024-05,11.03,11
2024-06,10.406,11
2024-07,10.816,11
2024-08,10.449,11
2024-09,10.032,11
2024-10,10.554,11
2024-11,12.754,11
2024-12,11.801,11
2025-01,10.815,11
2025-02,10.129,11
2025-03,9.315,12
2025-04,8.992,12
2025-05,8.745,12
2025-06,8.688,12
2025-07,8.798,12
2025-08,8.671,12
2025-09,8.774,12
2025-10,9.531,12
2025-11,9.032,12
2025-12,8.588,12
2026-01,8.245,12
2026-02,8.002,12
2026-03,8.095,12
2026-04,8.269,12
2026-05,2.719,11
