permit_no,well_id,year,sampling_date,pH,chloride,nitrate_n,cadmium,arsenic,cyanide,mercury,organic_p,diazinon,parathion,phenol,lead,chromium,TCE,PCE,TCA_111,judgment,exceeded,source,remark
D200020010,F-405,2019,2019-10-15,7.6,6.2,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200020010,F-405,2022,2022-01-17,7.6,6.3,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200020010,F-405,2025,2025-12-03,7.7 ,4.8 ,0.2 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D200020031,S-017,2019,2019-10-15,8.2,5,1.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200020031,S-017,2022,2022-01-20,7.9,5.8,1.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200020031,S-017,2025,2025-11-24,8.4 ,4.3 ,1.0 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D200020032,F-406,2019,2019-10-15,7.5,12.9,2.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200020032,F-406,2021,2021-11-30,8.3,12.4,3.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200020032,F-406,2024,2024-06-03,8.5,10.9,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=2.4↔2.4, Δ=0.00)"
D200030016,R-012,2022,2022-10-15,8.5,8.5,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2022 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030016,R-012,2024,2024-10-15,8.5,8.5,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2024 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030016,R-012,2025,2025-10-21,8.5,8.5,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,제주시DB(2025 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); NO3 매칭 채취일 추정 (하반기, NO3=0.6↔0.4, Δ=0.20)"
D200030017,R-013,2023,2023-10-15,8,12.3,2.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030018,A-002,2023,2023-10-15,8,56.7,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030034,F-420,2023,2023-10-15,8.2,17,4.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030035,F-421,2023,2023-10-15,7.5,14.3,5.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030068,F-411,2023,2023-10-15,7.8,12.1,6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030070,F-414,2023,2023-10-15,7.8,9.8,2.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030076,F-418,2023,2023-10-15,8.2,21.1,3.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,0.017,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030078,F-417,2023,2023-10-15,7.3,25.3,15.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030079,F-419,2023,2023-10-15,7.6,20.3,13,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200030080,F-413,2023,2023-10-15,7.6,8.7,2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040024,R-015,2018,2018-10-15,7.6,8.5,1.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040024,R-015,2021,2021-10-07,7.9,8.9,2.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040024,R-015,2024,2024-10-04,7.6,8.0,2.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.2↔2.2, Δ=0.00)"
D200040035,R-014,2018,2018-10-15,7.6,7.3,0.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040035,R-014,2021,2021-10-06,7.6,7.4,1.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040035,R-014,2024,2024-10-04,7.6,6.2,1.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.0↔1.0, Δ=0.00)"
D200040037,F-428,2018,2018-10-15,7.4,25.5,18.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040037,F-428,2021,2021-10-26,8.8,10.3,1.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040037,F-428,2024,2024-10-23,7.6,15.5,9.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=9.7↔9.2, Δ=0.50)"
D200040038,F-427,2018,2018-10-15,7.7,17.3,5.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040038,F-427,2021,2021-10-27,6.8,26.7,22.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
D200040038,F-427,2024,2024-11-04,7.3,24.0,19.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=19.1↔19.3, Δ=0.20)"
D200040039,F-425,2018,2018-10-15,7.3,8.7,5.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040039,F-425,2021,2021-12-02,7.5,7.5,4.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040039,F-425,2024,2024-11-08,7.3,7.7,5.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=5.7↔5.7, Δ=0.00)"
D200040040,F-424,2019,2019-10-15,7.8,5.2,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040040,F-424,2021,2021-11-30,7.6,5.5,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040040,F-424,2024,2024-10-25,7.7,3.6,0.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.1↔0.1, Δ=0.00)"
D200040041,F-431,2019,2019-10-15,7.7,11.4,2.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040041,F-431,2022,2022-10-06,7.9,10.5,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040041,F-431,2025,2025-11-21,8.0 ,13.1 ,2.3 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D200040042,F-430,2019,2019-10-15,7.3,55.6,3.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040042,F-430,2022,2022-10-06,7.8,131.3,1.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040042,F-430,2025,2025-11-21,7.8 ,108.5 ,2.0 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D200040091,F-432,2018,2018-10-15,7.5,7.2,0.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040091,F-432,2021,2021-10-05,8.2,7.4,0.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D200040091,F-432,2024,2024-06-03,8.1,5.0,0.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=0.4↔0.5, Δ=0.10)"
D200040092,F-426,2018,2018-10-15,8.3,12.5,0.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D200040092,F-426,2021,2021-11-11,9,13,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,
D200040092,F-426,2024,2024-06-03,8.9,11.7,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=0.6↔0.5, Δ=0.10)"
W200040109,F-429,2018,2018-10-15,8.2,9,0.1,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200040109,F-429,2021,2021-10-26,8.4,9.5,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W200040109,F-429,2024,2024-11-04,8.3,8.0,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.7↔0.7, Δ=0.00)"
W200040110,S-019,2018,2018-10-15,7.2,8,3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200040110,S-019,2021,2021-11-25,7.7,6.4,1.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W200040110,S-019,2024,2024-10-30,7.3,7.3,4.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=4.0↔4.8, Δ=0.80)"
W200120019,F-441,2019,2019-10-15,7.8,4.6,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200120019,F-441,2022,2022-02-09,8.4,7.1,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W200120019,F-441,2025,2025-11-26,8.7 ,5.6 ,0.4 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),수소이온농도
W200120020,F-440,2019,2019-10-15,7.5,10.7,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200120020,F-440,2021,2021-11-26,7.8,8.8,1.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W200120020,F-440,2024,2024-11-22,7.7,7.5,1.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.0↔1.0, Δ=0.00)"
W200120021,F-468,2019,2019-10-15,6.9,15.2,6.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200120021,F-468,2021,2021-12-03,7.4,9.3,5.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
W200120021,F-468,2024,2024-11-08,7.2,8.8,5.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=5.9↔5.9, Δ=0.00)"
W200130030,F-445,2023,2023-10-15,7.9,12.2,5.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200130031,F-447,2023,2023-10-15,8.4,5.6,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
W200130037,F-449,2023,2023-10-15,8.1,6.6,1.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
