관측소명,날짜,센서,EL,GL,Pressure,Temp,EC,Barometa,Battery,연월
JR신촌3,2007-01-01,S11,7.12,90.5,23.18,15.6,205,,12.97,2007-01
JR신촌3,2007-02-01,S11,6.44,91.18,22.5,15.6,206,,13.11,2007-02
JR신촌3,2007-03-01,S11,6.58,91.04,22.64,15.61,270,,13.13,2007-03
JR신촌3,2007-04-01,S11,6.35,91.27,22.41,15.65,277,,13.19,2007-04
JR신촌3,2007-05-01,S11,6.01,91.61,22.07,15.76,290,,13.22,2007-05
JR신촌3,2007-06-01,S11,5.61,92.01,21.67,15.8,318,,13.19,2007-06
JR신촌3,2007-07-01,S11,6.8,90.82,22.86,15.79,324,,13.19,2007-07
JR신촌3,2007-08-01,S11,7.23,90.39,23.29,16.18,264,,13.2,2007-08
JR신촌3,2007-09-01,S11,16.57,81.05,32.63,15.78,308,,13.07,2007-09
JR신촌3,2007-10-01,S11,22.09,75.53,38.15,15.32,308,,13.13,2007-10
JR신촌3,2007-11-01,S11,17.01,80.61,33.07,15.36,317,,13.12,2007-11
JR신촌3,2007-12-01,S11,12.42,85.2,28.48,15.54,309,,12.97,2007-12
JR신촌3,2008-01-01,S11,10.33,87.29,26.39,15.88,317,,12.94,2008-01
JR신촌3,2008-02-01,S11,9.45,88.17,25.51,16.13,289,,13.1,2008-02
JR신촌3,2008-03-01,S11,8.12,89.5,24.18,16.22,275,,13.14,2008-03
JR신촌3,2008-04-01,S11,7.47,90.15,23.53,16.2,309,,13.19,2008-04
JR신촌3,2008-05-01,S11,6.97,90.65,23.03,16.31,270,,13.22,2008-05
JR신촌3,2008-06-01,S11,7.31,90.31,23.37,16.32,244,,13.18,2008-06
JR신촌3,2008-07-01,S11,8.61,89.01,24.67,16.3,247,,13.23,2008-07
JR신촌3,2008-08-01,S11,8.78,88.84,24.84,16.22,278,,13.1,2008-08
JR신촌3,2008-09-01,S11,7.78,89.84,23.84,16.33,250,,13.14,2008-09
JR신촌3,2008-10-01,S11,6.74,90.88,22.8,16.37,237,,13.15,2008-10
JR신촌3,2008-11-01,S11,5.91,91.71,21.97,16.37,236,,13.03,2008-11
JR신촌3,2008-12-01,S11,5.61,92.01,21.67,16.37,236,,13.01,2008-12
JR신촌3,2009-01-01,S11,5.76,91.86,21.82,16.39,235,,12.95,2009-01
JR신촌3,2009-02-01,S11,5.83,91.79,21.89,16.4,234,,13.07,2009-02
JR신촌3,2009-03-01,S11,6.0,91.62,22.06,16.39,234,,13.14,2009-03
JR신촌3,2009-04-01,S11,6.08,91.54,22.14,16.4,234,,13.2,2009-04
JR신촌3,2009-05-01,S11,6.38,91.24,22.42,16.38,234,,13.23,2009-05
JR신촌3,2009-06-01,S11,6.14,91.49,22.08,16.34,233,,13.23,2009-06
JR신촌3,2009-07-01,S11,6.13,91.49,19.93,15.7,199,,13.24,2009-07
JR신촌3,2009-08-01,S11,6.69,90.93,20.55,15.68,189,,13.16,2009-08
JR신촌3,2009-09-01,S11,7.38,90.24,21.24,15.69,193,,13.19,2009-09
JR신촌3,2009-10-01,S11,8.05,89.57,21.9,15.69,191,,13.19,2009-10
JR신촌3,2009-11-01,S11,7.49,90.13,21.34,15.67,175,,13.03,2009-11
JR신촌3,2009-12-01,S11,6.88,90.74,20.73,15.67,175,,13.01,2009-12
JR신촌3,2010-01-01,S11,6.14,91.48,19.99,15.71,188,,13.02,2010-01
JR신촌3,2010-02-01,S11,5.8,91.82,19.65,15.75,212,,13.08,2010-02
JR신촌3,2010-03-01,S11,6.38,91.24,20.24,15.7,202,,13.1,2010-03
JR신촌3,2010-04-01,S11,7.38,90.25,21.26,15.69,204,,13.2,2010-04
JR신촌3,2010-05-01,S11,7.9,89.72,21.78,15.68,184,,13.27,2010-05
JR신촌3,2010-06-01,S11,7.42,90.2,21.3,15.68,177,,13.25,2010-06
JR신촌3,2010-07-01,S11,8.53,89.09,22.41,15.72,214,,13.26,2010-07
JR신촌3,2010-08-01,S11,9.93,87.69,23.81,15.72,196,,13.25,2010-08
JR신촌3,2010-09-01,S11,15.03,82.59,28.91,15.68,211,,13.21,2010-09
JR신촌3,2010-10-01,S11,14.62,83.01,28.5,15.62,193,,13.18,2010-10
JR신촌3,2010-11-01,S11,11.68,85.94,25.56,15.88,136,,13.17,2010-11
JR신촌3,2010-12-01,S11,9.38,88.24,23.26,15.74,180,,13.06,2010-12
JR신촌3,2011-01-01,S11,7.61,90.01,21.49,15.86,162,,13.0,2011-01
JR신촌3,2011-02-01,S11,6.55,91.07,20.43,16.03,148,,13.15,2011-02
JR신촌3,2011-03-01,S11,5.78,91.84,19.66,16.06,149,,13.23,2011-03
JR신촌3,2011-04-01,S11,5.34,92.28,19.25,15.94,179,,13.25,2011-04
JR신촌3,2011-05-01,S11,5.13,92.49,19.07,15.85,192,,13.27,2011-05
JR신촌3,2011-06-01,S11,5.81,91.81,19.75,15.82,225,,13.28,2011-06
JR신촌3,2011-07-01,S11,7.95,89.67,21.89,15.76,188,,13.29,2011-07
JR신촌3,2011-08-01,S11,11.23,86.39,25.17,15.75,189,,13.24,2011-08
JR신촌3,2011-09-01,S11,12.25,85.37,26.19,15.74,177,,13.24,2011-09
JR신촌3,2011-10-01,S11,10.54,87.08,24.48,15.71,155,,13.22,2011-10
JR신촌3,2011-11-01,S11,9.22,88.41,23.16,15.74,178,,13.11,2011-11
JR신촌3,2011-12-01,S11,8.87,88.75,22.81,15.72,169,,13.01,2011-12
JR신촌3,2012-01-01,S11,7.93,89.69,21.87,15.72,157,,13.04,2012-01
JR신촌3,2012-02-01,S11,7.12,90.5,21.06,15.73,169,,13.08,2012-02
JR신촌3,2012-03-01,S11,7.3,90.32,21.24,15.74,184,,13.19,2012-03
JR신촌3,2012-04-01,S11,7.52,90.1,21.46,15.75,183,,13.26,2012-04
JR신촌3,2012-05-01,S11,9.78,87.84,23.72,15.77,178,,13.3,2012-05
JR신촌3,2012-06-01,S11,9.76,87.86,23.7,15.41,153,,13.3,2012-06
JR신촌3,2012-07-01,S11,9.11,88.51,23.05,15.3,178,,13.31,2012-07
JR신촌3,2012-08-01,S11,9.18,88.44,23.12,15.31,184,,13.27,2012-08
JR신촌3,2012-09-01,S11,19.02,78.6,32.96,15.31,184,,13.26,2012-09
JR신촌3,2012-10-01,S11,21.15,76.47,35.09,14.93,161,,13.24,2012-10
JR신촌3,2012-11-01,S11,15.43,82.19,29.37,15.02,165,,13.15,2012-11
JR신촌3,2012-12-01,S11,11.52,86.1,25.46,15.3,154,,12.99,2012-12
