permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199510018,F-084,2015,10577.9,10437.4,11873.0,13423.5,11101.3,12006.5,11266.6,13810.7,13289.2,10720.3,10739.7,10253.5,1000,30000,,사후관리DB(원본월별·5년이용량분석)
D199510019,F-085,2015,4329.5,4222.4,3667.0,4085.3,4368.5,5329.9,5249.6,7440.0,5057.8,4665.2,3493.1,3410.5,750,15120,,사후관리DB(원본월별·5년이용량분석)
D199510020,F-087,2015,415.4,440.9,1200.0,2579.8,3100.9,3561.2,3240.6,4062.8,3109.4,2977.0,2645.4,1521.9,750,6390,,사후관리DB(원본월별·5년이용량분석)
D199510021,F-086,2015,20732.7,12302.5,12701.3,15434.3,18674.3,18633.3,17409.6,23310.5,17435.7,19287.9,20233.3,18717.7,700,16920,,사후관리DB(원본월별·5년이용량분석)
D199510022,D-288,2015,7136.1,2545.1,811.8,4711.7,3379.3,5855.4,4025.7,8576.1,4404.2,2949.0,2580.6,172.5,800,18210,,사후관리DB(원본월별·5년이용량분석)
D199510023,D-287,2015,9601.7,6058.1,9827.1,12253.3,12174.4,18722.7,15907.7,18405.3,12313.4,6138.9,15766.8,3712.6,800,23670,,사후관리DB(원본월별·5년이용량분석)
D199530039,96조천1,2015,5988.4,6212.1,5909.5,6530.1,6513.9,5600.1,3536.8,4567.2,9124.9,2651.3,2899.1,2590.5,800,18240,,사후관리DB(원본월별·5년이용량분석)
D199530042,D-294,2015,0,0,0,0,0,0,0,0,0,0,0,0,800,16800,,사후관리DB(원본월별·5년이용량분석)
D199530043,F-080,2015,6308.9,6848.5,6243.1,7445.9,6016.8,6140.5,6248.4,7406.4,10557.0,9112.0,12283.5,4645.5,700,19950,,사후관리DB(원본월별·5년이용량분석)
D199530045,F-089,2015,1091.1,1297.9,1423.5,1628.7,1581.0,1477.6,2063.0,3790.3,5916.9,5210.7,8542.9,162.2,650,22800,,사후관리DB(원본월별·5년이용량분석)
