permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199510018,F-084,2018,10823,9065,6311,9768,9465,9468,9961,13303,9367,5132,10349,8361,600,9030,1→2차 역행,사후관리DB(원본월별·5년이용량분석)
D199510019,F-085,2018,4177,5769,5486,7885,7483,7431,6367,6918,3848,3943,4768,5114,750,15120,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199510020,F-087,2018,1222,1946,1795,3114,2925,2598,2491,3810,2132,1710,2036,1325,750,6390,"전년 자료 없거나 역행 — 1차→2차 일평균 외삽; 4차→다음해1차 역행(-1), Period₃로 외삽; 다음해 자료 없음 — 3→4차 일평균 외삽",사후관리DB(원본월별·5년이용량분석)
D199510021,F-086,2018,19079,25090,17770,19236,18272,19340,18176,26293,22191,15578,15332,13719,700,16920,전년 자료 없음 — 외삽; 2→3차 역행,사후관리DB(원본월별·5년이용량분석)
D199510022,D-288,2018,1589,1912,2910,6557,7535,4461,3018,8456,4845,769,327,2,800,18210,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199510023,D-287,2018,48361,39652,39684,28766,15483,10671,10869,21230,17013,9366,12335,9619,800,23670,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199520015,F-088,2018,9142.14,11247.1,7855.87,12058.52,9600.61,10157.32,11647.36,15529.81,4877.63,3642.3,4786.66,4583.8,500,15000,,
D199520016,D-291,2018,7636.34,10532.49,10599.81,12908.29,13917.03,14072.23,9774.79,13241.49,9353.72,8810.55,8771.75,7792.75,500,15000,,
D199520017,D-293,2018,7875.19,8876.95,7289.04,7355.67,7051.87,5502.36,6714.18,14233.62,7357.93,5424.43,4203.57,4653.79,700,21000,,
D199520018,D-292,2018,4820.19,5583.86,8951.12,10758.98,7058.54,8166.84,7554.3,17960.63,6995.57,5850.63,6418.52,5912.34,600,18000,,
D199520019,D-289,2018,2539.98,3867.05,4047.79,6595.7,3373.95,5179.84,6537.04,12089.47,3516.65,3748.13,3446.89,3590.56,500,15000,,
D199520020,D-290,2018,1417.23,2174.45,2688.64,4098.19,3530.28,4029.12,4614.94,5392.63,2547.94,1949.33,1711.42,1513.16,500,15000,,
D199530039,96조천1,2018,3360,3479,5048,4124,4072,4018,3759,5593,4777,2941,2715,3241,800,22800,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530042,D-294,2018,0,12,0,0,3640,2322,3593,9079,2294,1797,2223,3358,800,24000,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530043,F-080,2018,7799,5348,5164,4851,4451,4577,5106,8541,11244,9025,10718,4551,700,19950,,사후관리DB(원본월별·5년이용량분석)
D199530045,F-089,2018,9775,9607,13152,7949,13210,12580,5100,5136,5849,4979,7933,2509,650,22800,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530046,F-090,2018,3090,723,979,585,749,645,751,3711,3196,3625,6611,1901,800,22800,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530047,F-091,2018,958,893,1181,2669,2933,2580,2128,7094,4073,1737,1811,974,700,13680,,사후관리DB(원본월별·5년이용량분석)
D199530048,F-092,2018,8526,10580,8624,19021,10546,5975,3219,14821,11471,6375,8467,14085,1000,20460,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530049,F-093,2018,4929,4477,5179,3873,4370,4729,4589,8858,8307,6079,8033,5194,1000,19410,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530050,F-094,2018,2873,3905,3325,798,3,5,4,6616,4144,5,1090,1930,700,16260,전년 자료 없음 — 외삽; 3→4차 역행,사후관리DB(원본월별·5년이용량분석)
D199530051,F-095,2018,2072,1848,3451,2672,3945,4225,2893,9034,7619,3220,3707,2747,800,19800,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530052,F-096,2018,15880,15857,14360,15855,15327,15807,8450,14241,14017,14124,15815,15329,600,9930,전년 자료 없거나 역행 — 1차→2차 일평균 외삽,사후관리DB(원본월별·5년이용량분석)
D199530053,D-300,2018,3696,3376,2743,2792,2595,2493,1924,4339,4578,3080,6361,2341,800,16000,,사후관리DB(원본월별·5년이용량분석)
D199530054,D-301,2018,3235,4226,3545,5677,4526,4055,6087,12715,9247,4659,6456,3063,600,17040,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199530055,D-303,2018,18195,14624,16796,18541,17528,17528,17828,15538,19687,9534,80,15302,600,17100,전년 자료 없음 — 외삽; 3→4차 역행,사후관리DB(원본월별·5년이용량분석)
D199530056,D-304,2018,0,0,0,0,0,0,0,0,0,0,0,0,900,27000,전년 자료 없거나 역행 — 1차→2차 일평균 외삽,사후관리DB(원본월별·5년이용량분석)
D199530057,D-305,2018,5437,5405,7757,9754,9569,9716,9609,20353,9651,6846,7903,4538,900,21000,,사후관리DB(원본월별·5년이용량분석)
D199530058,D-302,2018,6657,9006,9318,8543,9288,9439,7875,15893,9534,6600,8297,6606,700,14880,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
