permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199510018,F-084,2014,10116.5,10406.4,9817.7,10667.2,10707.0,12566.9,11454.0,11422.2,11243.6,11082.7,10737.9,9527.8,1000,30000,,사후관리DB(원본월별·5년이용량분석)
D199510019,F-085,2014,3954.8,4084.1,4219.1,4311.7,4407.6,5355.6,4702.0,4843.7,4716.5,6463.0,4212.4,4026.2,750,15120,,사후관리DB(원본월별·5년이용량분석)
D199510020,F-087,2014,1378.6,957.1,1038.5,2952.7,4245.0,4554.8,3533.3,3387.5,2902.9,3261.2,869.7,525.9,750,6390,,사후관리DB(원본월별·5년이용량분석)
D199510021,F-086,2014,10594.3,11559.6,10788.1,13095.1,13778.3,14954.8,13800.7,13681.4,15462.9,14087.7,14537.4,16121.3,700,16920,,사후관리DB(원본월별·5년이용량분석)
D199510022,D-288,2014,5569.9,8407.4,6343.5,11034.5,12332.2,16527.4,18433.5,12095.6,7705.0,12302.1,11248.6,6334.2,800,18210,,사후관리DB(원본월별·5년이용량분석)
D199510023,D-287,2014,2266.1,1747.9,2684.1,3969.2,5223.1,4062.4,5330.2,5910.6,4950.2,7029.8,3647.9,3219.5,800,23670,,사후관리DB(원본월별·5년이용량분석)
D199530039,96조천1,2014,3869.4,3886.5,3584.0,3935.4,4100.8,4529.4,3499.1,4510.6,4081.1,4345.1,6218.1,6040.7,800,18240,,사후관리DB(원본월별·5년이용량분석)
D199530042,D-294,2014,0,0,0,0,0,0,0,0,0,0,0,0,800,16800,,사후관리DB(원본월별·5년이용량분석)
D199530043,F-080,2014,4029.6,3637.4,2995.2,3355.8,3063.6,1526.6,0,0,5111.3,10962.3,7301.2,6319.4,700,19950,,사후관리DB(원본월별·5년이용량분석)
D199530045,F-089,2014,1121.3,1100.7,1733.7,2088.4,1165.9,878.0,1092.7,1666.9,2446.3,6133.2,1700.3,1461.7,650,22800,,사후관리DB(원본월별·5년이용량분석)
D199530046,F-090,2014,1637.0,1316.5,632.3,768.7,1058.8,1125.9,1355.5,1457.2,2260.6,6578.1,2485.7,2827.9,800,22800,,사후관리DB(원본월별·5년이용량분석)
D199530047,F-091,2014,757.9,861.8,1093.7,1975.7,2869.8,3016.8,2571.8,3859.7,3190.8,3171.9,2368.1,1112.6,700,13680,,사후관리DB(원본월별·5년이용량분석)
D199530048,F-092,2014,348.1,538.8,9560.7,17903.1,3025.2,995.4,1059.9,450.8,1735.6,3614.8,395.0,135.9,1000,20460,,사후관리DB(원본월별·5년이용량분석)
D199530049,F-093,2014,2369.0,2577.5,1536.9,2145.7,1952.0,2319.2,2808.1,2808.1,4809.9,9106.9,3134.7,2856.1,1000,19410,,사후관리DB(원본월별·5년이용량분석)
D199530050,F-094,2014,2665.1,2701.8,2305.3,2815.9,2713.4,2941.6,2798.5,4278.0,4266.4,9905.9,6397.7,5960.6,700,16260,,사후관리DB(원본월별·5년이용량분석)
D199530051,F-095,2014,835.1,1112.3,824.5,2285.0,2636.8,2867.8,2221.1,1951.0,1364.6,1933.2,1336.2,817.4,800,15840,,사후관리DB(원본월별·5년이용량분석)
D199530052,F-096,2014,16165.4,16142.3,14585.1,16115.2,15605.2,16074.0,15532.9,15978.7,15998.7,15458.6,15990.7,15485.7,650,19000,,사후관리DB(원본월별·5년이용량분석)
D199530053,D-300,2014,0,260.3,89.2,843.7,1999.6,2523.0,295.4,2799.4,5331.9,4631.5,649.9,0,800,16000,,사후관리DB(원본월별·5년이용량분석)
D199530054,D-301,2014,2633.1,2518.8,2148.4,2343.2,1930.4,1674.3,1390.7,918.6,3321.1,7154.3,2660.7,2660.7,600,17040,,사후관리DB(원본월별·5년이용량분석)
D199530055,D-303,2014,8193.8,8612.9,8270.5,12672.3,14068.6,14893.3,12941.6,10336.3,10154.4,11504.3,9494.6,7790.8,600,17100,,사후관리DB(원본월별·5년이용량분석)
D199530056,D-304,2014,13181.3,14046.3,12872.6,16014.9,16183.2,16678.1,16130.8,14058.6,2122.4,2039.9,2142.5,1796.9,900,13500,,사후관리DB(원본월별·5년이용량분석)
D199530057,D-305,2014,0,0,0,0,0,0,0,0,0,0,0,0,900,21000,,사후관리DB(원본월별·5년이용량분석)
