permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199510018,F-084,2020,12377.1,6840.0,5557.1,11934.1,16830.2,18045.8,21454.7,20439.9,22000.2,12845.9,14257.7,5366.8,600,9030,,사후관리DB(원본월별·5년이용량분석)
D199510019,F-085,2020,4416.3,4437.7,4355.1,5042.0,6027.5,6335.4,5301.5,5792.2,5097.4,4148.2,4621.3,4896.9,750,15120,,사후관리DB(원본월별·5년이용량분석)
D199510020,F-087,2020,1150.6,1291.5,1364.4,1865.0,2132.3,2834.6,1914.1,1967.0,2154.4,2058.1,1893.8,1595.3,750,6390,1→2차 역행,사후관리DB(원본월별·5년이용량분석)
D199510021,F-086,2020,16646.1,15171.7,16723.6,21111.4,21517.5,25094.7,17397.9,18091.7,18542.2,24295.8,23600.1,17081.8,700,16920,,사후관리DB(원본월별·5년이용량분석)
D199510022,D-288,2020,600.3,526.5,38.1,1414.3,2518.3,2518.3,20640.6,23290.0,22607.4,11244.2,13060.6,10271.2,800,18210,전년 자료 없음 — 외삽; 2→3차 역행,사후관리DB(원본월별·5년이용량분석)
D199510023,D-287,2020,8284.9,8653.2,9665.3,7481.3,11789.2,12545.9,16558.5,12560.9,20492.2,6753.9,12511.7,14808.9,800,23670,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
D199520015,F-088,2020,4358.32,12203.67,11958.11,11174.12,11032.24,10037.24,8005.42,12483.8,6164.59,8727.56,9633.42,7788.96,500,15000,,
D199520016,D-291,2020,6253.99,4095.58,5659.92,9002.28,10967.59,9858.59,8098.72,6733.78,8582.16,6930.36,9789.1,5822.84,500,15000,,
D199520017,D-293,2020,4008.17,5858.53,4388.05,5676.85,6218.99,7250.1,5755.34,5562.42,6373.74,6656.53,6019.28,4846.74,700,21000,,
D199520018,D-292,2020,5595.55,6466.12,7158.02,12062.42,8939.91,9930.99,6495.61,7631.4,8175.45,8901.8,7967.98,5534.88,600,18000,,
D199520019,D-289,2020,3896.71,3549.06,6025.49,7118.92,5490.82,5785.23,7609.44,14100.17,10235.26,5989.96,4583.82,4420.9,500,15000,,
D199520020,D-290,2020,1112.73,1718.98,2430.1,2777.99,2276.62,2509.4,2008.97,2100.82,1815.84,3181.35,2315.83,1482.48,500,15000,,
D199530039,96조천1,2020,3346.2,3494.6,2905.8,1717.4,1743.0,2383.2,4947.6,4252.9,5508.8,3553.9,2101.0,1741.7,800,22800,,사후관리DB(원본월별·5년이용량분석)
D199530042,D-294,2020,232.6,440.1,2180.5,3011.2,4530.8,8542.2,2795.9,569.7,1339.4,340.5,88.1,59.6,800,24000,,사후관리DB(원본월별·5년이용량분석)
D199530043,F-080,2020,42.7,46.8,129.7,139.3,1822.4,2627.5,558.6,344.8,1000.2,196.4,72.8,43.9,700,19950,,사후관리DB(원본월별·5년이용량분석)
D199530045,F-089,2020,2759.6,2661.1,2528.9,3215.4,3002.9,2835.1,594.7,3249.1,3408.7,1277.6,4934.2,5407.7,650,22800,전년 자료 없음 — 외삽,사후관리DB(원본월별·5년이용량분석)
