permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199520015,F-088,2019,4380.95,6646.01,7168.16,11076.09,11552.75,12618.88,8581.78,11789.26,7040.81,5139.61,8598.16,4510.12,500,15000,,
D199520016,D-291,2019,6813.76,7367.35,7582.94,6921.09,8592.11,11376.78,8921.04,8901.31,7625.31,5432.78,8490.48,7849.48,500,15000,,
D199520017,D-293,2019,5104.02,6358.31,5440.43,7335.47,8001.5,7104.38,4667.35,4532.81,3352.81,6468.67,7676.45,4617.05,700,21000,,
D199520018,D-292,2019,5406.17,6159.46,8563.84,12687.21,11717.85,9234.19,7685.95,8447.53,5866.13,5790.91,7593.07,5790.91,600,18000,,
D199520019,D-289,2019,3734.22,3949.27,3649.46,8241.28,8065.84,5410.64,4116.73,6242.45,3173.7,2836.91,5495.23,3775.23,500,15000,,
D199520020,D-290,2019,1314.9,1442.81,1765.14,3087.71,3049.34,2593.99,2384.22,2831.9,1808.63,1719.09,3560.98,1220.25,500,15000,,
D199540104,D-306,2019,8452.95,10661.25,11893.0,11872.85,11275.77,11701.61,13156.72,14040.53,10762.44,7879.34,9472.74,9772.07,800,24000,,
D199540105,D-307,2019,5663.28,6532.38,6562.11,7912.48,7748.9,7456.35,6864.52,11156.01,5347.06,3829.04,3630.31,3456.07,800,24000,,
D199540106,D-308,2019,965.62,2165.67,4091.04,9031.95,5676.47,4529.16,4178.96,5005.38,2523.2,2575.95,2929.08,1830.13,700,21000,,
D199540107,D-309,2019,3560.43,3517.82,3599.76,6494.86,6753.78,8972.63,6805.12,5844.83,6282.91,15650.32,11215.37,16892.85,900,27000,,
D199540109,F-102,2019,6288.52,7125.66,8424.55,10117.66,10416.64,19764.7,19285.23,22751.17,19497.84,17948.71,25605.7,29592.7,800,24000,,
D199540110,F-103,2019,1398.9,1633.85,2209.07,5950.88,3511.86,2528.65,1060.4,5049.79,6682.42,8956.19,8471.03,3748.97,700,21000,,
D199540111,D-316,2019,8579.24,6877.73,7974.04,18406.73,13043.66,11428.81,6474.56,9979.98,6018.16,5710.73,7028.77,6946.17,700,21000,,
D199540112,F-104,2019,1216.59,1526.99,1179.04,3372.49,3974.26,5052.34,3704.69,3509.03,12059.29,7146.14,3073.44,3141.27,800,24000,,
D199540113,D-313,2019,4498.87,3824.32,2253.72,4516.01,4808.98,4324.51,3807.17,4111.57,4237.34,3897.21,3811.46,3645.68,700,21000,,
D199540114,F-098,2019,361.32,1333.29,760.68,1730.37,4567.33,6242.73,832.52,1703.07,2839.85,3076.51,9335.18,8713.96,800,24000,,
D199540115,F-097,2019,0.0,1081.56,0.0,823.94,4066.3,3409.47,0.0,5.8,704.41,1212.7,8195.27,3971.14,800,24000,,
D199540116,D-315,2019,3371.36,4688.03,3173.86,7086.68,9311.26,9760.83,3699.54,4470.71,4936.2,9631.17,15407.62,8262.27,700,21000,,
D199540117,F-100,2019,15297.67,18066.11,21010.85,30360.89,28464.62,30773.53,11812.24,11255.62,8988.84,17347.09,16728.42,14195.13,1000,30000,,
D199540118,F-101,2019,5734.71,7594.93,7922.42,12179.94,13732.72,11506.58,12384.46,11165.11,6729.74,5597.21,6480.13,2434.48,800,24000,,
D199540119,F-099,2019,6.03,7.75,460.06,3166.18,6061.65,2647.64,2258.5,606.15,348.52,710.11,1241.06,578.68,800,24000,,
D199540120,D-312,2019,2460.77,2846.16,0.0,8004.61,5821.83,0.0,35.62,37.5,1284.38,7798.09,11599.58,1205.27,700,21000,,
D199540121,D-314,2019,24578.75,26956.58,25848.3,10270.45,9843.47,9849.16,7744.14,7687.81,8386.03,3686.61,4288.75,4413.18,700,21000,,
D199540122,D-310,2019,13549.96,16352.45,18242.51,23464.72,21855.43,26696.22,25064.73,22668.12,22260.15,19908.99,23198.77,21483.46,950,28500,,
D199620028,F-115,2019,4120.32,4759.24,5323.58,6795.74,7393.78,6637.98,5181.07,5311.03,5058.37,6218.44,7745.0,4653.75,800,24000,,
D199620033,F-113,2019,5312.14,6031.91,6888.55,8794.58,8484.95,7414.76,7232.28,7989.29,6278.65,6598.88,7720.87,6359.88,500,15000,,
D199620034,F-114,2019,10322.37,10255.46,12084.01,15521.69,15738.0,14931.88,11242.1,11757.21,9679.66,9348.88,11507.28,8051.34,600,18000,,
D199620035,D-319,2019,2029.03,2148.8,2703.35,4876.41,6228.17,3310.21,3007.16,4457.32,2615.48,2575.52,4883.39,1858.95,600,18000,,
D199620043,F-116,2019,4497.19,5022.16,4225.65,6221.05,6905.94,8327.35,7212.01,9882.42,4653.44,6202.98,8211.86,7717.59,700,21000,,
D199620044,F-118,2019,3233.94,5358.01,5895.94,10613.99,10915.1,11009.19,10656.28,8183.17,10134.64,4541.91,6959.59,5767.68,900,27000,,
D199620045,D-263-1,2019,3007.49,4461.88,5011.58,9073.19,9066.85,8951.84,6738.56,9370.23,4991.66,2637.91,3972.39,2183.52,700,21000,,
D199640096,F-196,2019,983.83,5342.79,1521.57,9286.77,8738.66,8825.11,1544.05,1303.71,6482.24,5455.18,17741.86,8730.01,600,18000,,
D199640098,F-182,2019,11776.42,13472.29,12310.15,17194.03,17684.71,17096.47,19495.37,18020.45,11957.2,10225.17,16672.93,19568.34,600,18000,,
D199640099,F-185,2019,12536.4,11875.3,10338.34,13336.1,11138.05,10748.09,8217.97,6525.63,5375.57,8025.56,10164.87,2883.62,800,24000,,
D199640100,F-172,2019,26.97,6152.66,6289.73,3559.78,1949.24,536.1,3284.45,6305.34,770.43,4854.2,2680.88,133.81,800,24000,,
D199640149,F-186,2019,7523.79,13215.31,9352.0,19020.12,9397.21,6908.05,8610.98,3644.83,11346.68,9661.67,15059.43,10868.95,700,21000,,
D199640150,F-184,2019,7414.42,8024.04,9831.87,27133.38,21760.68,24549.7,20669.48,20712.89,12663.81,9898.06,13593.17,16860.41,800,24000,,
D199640151,F-199,2019,1882.72,1750.05,2165.95,3829.37,3873.86,3014.12,2515.09,3913.79,1989.14,2205.45,2096.27,1187.89,600,18000,,
D199640152,F-183,2019,10752.39,10658.31,11945.15,15628.67,13356.37,13019.91,26798.89,22424.6,13074.76,11600.69,14739.37,14559.13,600,18000,,
D199640183,D-327,2019,1771.71,2167.73,2009.84,7892.73,7142.3,7062.56,3911.69,3931.45,3295.3,3603.5,1971.65,2664.43,700,21000,,
D199640225,F-202,2019,13145.34,13732.39,21924.16,23496.14,26204.5,23932.74,18883.91,24876.63,16365.02,15655.73,22066.18,13614.55,700,21000,,
D199640226,F-203,2019,2796.77,3607.56,5285.62,7248.74,7461.19,5925.65,3927.58,5752.2,3799.84,4213.98,5379.74,2989.05,600,18000,,
D199640227,F-190,2019,12278.28,11138.6,4184.01,9806.65,10950.44,12092.34,2702.88,2731.01,2788.36,4667.38,14112.09,8065.48,900,27000,,
D199640228,F-189,2019,9523.34,14395.5,10758.69,15401.2,18669.71,15354.13,4261.98,4642.09,6284.92,7178.06,25194.96,11561.79,800,24000,,
D199720002,D-320,2019,10085.35,14184.08,13163.83,12542.81,12922.52,11641.45,12476.95,11192.12,10243.67,11142.5,16771.23,12823.2,600,18000,,
D199720003,F-117,2019,2141.53,3216.95,4509.63,5172.78,5497.86,5267.99,4422.52,5279.9,4283.53,1011.99,2159.62,934.15,600,18000,,
D199720017,F-226,2019,5028.05,5895.18,6488.68,11922.05,13464.63,13181.72,10942.0,12768.86,7463.3,7872.32,9750.11,7220.46,600,18000,,
D199720018,F-222,2019,2247.02,2664.25,2581.3,5343.71,7792.3,6798.64,4348.13,5494.18,5868.0,3935.63,3983.41,3115.81,600,18000,,
D199720019,F-224,2019,13087.49,9614.65,14964.16,22547.62,20771.42,18737.83,19841.18,17948.26,15094.55,14166.28,16606.53,10160.42,950,28500,,
D199720020,F-223,2019,4628.93,6811.37,8218.59,12172.51,12747.13,12411.24,12723.96,10944.98,7485.85,8038.29,8786.78,4662.79,750,22500,,
D199720021,F-225,2019,2461.93,4128.54,7309.84,13001.57,13789.54,11924.98,9910.29,8900.49,5191.95,6088.89,7394.0,4482.98,600,18000,,
D199720024,F-221,2019,3065.61,4637.79,4675.81,6715.31,6253.67,6433.49,4929.25,7226.44,3942.23,3543.81,5064.23,4064.1,800,24000,,
D199720026,F-231,2019,8053.59,8737.22,9022.81,13975.88,13860.01,12626.34,11581.47,12194.9,9832.53,10102.44,13036.65,7852.53,550,16500,,
D199720027,F-230,2019,4458.98,4492.36,7613.86,13134.89,15505.23,15039.92,8008.22,12581.96,6756.28,5931.03,7660.92,3252.77,600,18000,,
D199720028,F-227,2019,3887.9,5163.69,6802.66,12395.81,14130.43,13346.83,9852.47,14034.7,7428.17,6419.32,6054.92,4821.73,700,21000,,
