permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199520015,F-088,2021,9370.0,8637.0,8149.0,11567.0,12044.0,14441.0,13091.0,11165.0,8702.0,7547.0,8407.0,7116.0,500,15000,,
D199520016,D-291,2021,5958.0,5327.0,6163.0,8091.0,10770.0,10405.0,10195.0,9054.0,8412.0,7402.0,9078.0,6363.0,500,15000,,
D199520017,D-293,2021,4869.0,6038.0,5132.0,5564.0,6641.0,6000.0,6390.0,8661.0,7319.0,6842.0,6708.0,5844.0,700,21000,,
D199520018,D-292,2021,5365.0,6394.0,9591.0,7661.0,10393.0,8868.0,9146.0,10665.0,6688.0,8000.0,7270.0,5294.0,600,18000,,
D199520019,D-289,2021,5155.0,4082.0,3467.0,5928.0,7411.0,7779.0,7501.0,5424.0,3469.0,4146.0,3959.0,3316.0,500,15000,,
D199520020,D-290,2021,1479.0,1376.0,2146.0,2422.0,2740.0,2775.0,2602.0,2979.0,1677.0,2091.0,2360.0,1231.0,500,15000,,
D199540104,D-306,2021,2061.0,1838.0,2153.0,1141.0,1565.0,1247.0,1799.0,2549.0,1495.0,1896.0,2118.0,1773.0,800,7890,,
D199540105,D-307,2021,3194.0,3633.0,3652.0,2551.0,2686.0,2715.0,10167.0,8620.0,3706.0,3398.0,3238.0,2226.0,800,9240,,
D199540106,D-308,2021,1387.0,3571.0,5286.0,7305.0,5550.0,7275.0,5816.0,5993.0,3202.0,2716.0,2474.0,1509.0,700,3960,,
D199540107,D-309,2021,4592.0,3552.0,4229.0,6137.0,7368.0,7203.0,6110.0,6258.0,5260.0,3853.0,3896.0,3263.0,900,4200,,
D199540109,F-102,2021,24091.0,21053.0,18630.0,22199.0,19374.0,20036.0,19023.0,19088.0,21120.0,20507.0,19882.0,17975.0,800,11910,,
D199540110,F-103,2021,33.0,33.0,31.0,3220.0,1414.0,1043.0,1296.0,1833.0,2958.0,2745.0,210.0,378.0,700,22800,,
D199540111,D-316,2021,3988.0,4554.0,5268.0,4132.0,2885.0,2946.0,2556.0,2736.0,2423.0,3173.0,3189.0,3153.0,700,600,,
D199540112,F-104,2021,4637.0,3893.0,4151.0,5210.0,7355.0,6847.0,6633.0,8697.0,7228.0,6416.0,6814.0,5359.0,800,13170,,
D199540113,D-313,2021,5260.0,5939.0,4900.0,6232.0,5663.0,4914.0,3121.0,3078.0,3269.0,2864.0,2804.0,2446.0,700,14850,,
D199540114,F-098,2021,5956.0,1113.0,1674.0,2044.0,2080.0,2013.0,1475.0,1475.0,1703.0,2797.0,10602.0,7078.0,800,20910,,
D199540115,F-097,2021,2566.0,0.0,1.0,0.0,744.0,3.0,5.0,16.0,417.0,1492.0,12640.0,2228.0,800,19410,,
D199540116,D-315,2021,3742.0,5059.0,3975.0,4117.0,5052.0,4041.0,5652.0,5704.0,5264.0,7765.0,15788.0,4779.0,700,9540,,
D199540117,F-100,2021,29708.0,29735.0,26901.0,29810.0,28840.0,29768.0,27138.0,28999.0,22659.0,20685.0,21694.0,21352.0,1000,12030,,
D199540118,F-101,2021,4533.0,6258.0,6197.0,7354.0,8461.0,7435.0,7145.0,9020.0,4227.0,4941.0,6844.0,6698.0,800,7950,,
D199540119,F-099,2021,946.0,161.0,6.0,10.0,10.0,843.0,9.0,232.0,10.0,15.0,10.0,9.0,800,10410,,
D199540120,D-312,2021,2568.0,1411.0,102.0,526.0,3921.0,199.0,686.0,816.0,870.0,15299.0,7565.0,2917.0,700,19950,,
D199540121,D-314,2021,5503.0,4843.0,6612.0,6323.0,9724.0,7829.0,10972.0,11843.0,7029.0,5379.0,6965.0,5905.0,700,4380,,
D199540122,D-310,2021,25550.0,28492.0,27522.0,33146.0,35040.0,36013.0,27510.0,30794.0,25439.0,24259.0,28039.0,25883.0,950,22620,,
D199620028,F-115,2021,21586.0,19480.0,18029.0,6580.0,7914.0,7728.0,6051.0,7142.0,4035.0,4697.0,7240.0,5350.0,800,5400,,
D199620033,F-113,2021,11915.0,11635.0,11028.0,12734.0,10518.0,9064.0,9639.0,10056.0,7832.0,10040.0,12389.0,11895.0,500,6000,,
D199620034,F-114,2021,9137.0,8442.0,10095.0,12129.0,13137.0,12641.0,13537.0,14642.0,12269.0,8514.0,10836.0,10289.0,600,5700,,
D199620035,D-319,2021,3123.0,2346.0,2510.0,4211.0,4441.0,4631.0,6224.0,6509.0,4746.0,2811.0,3211.0,2549.0,600,5700,,
D199620043,F-116,2021,6643.0,6267.0,5768.0,8638.0,9567.0,10135.0,9453.0,9896.0,9011.0,6734.0,7798.0,6618.0,700,6300,,
D199620044,F-118,2021,3176.0,3450.0,4905.0,4839.0,5948.0,5023.0,10253.0,9751.0,8234.0,3401.0,4399.0,2150.0,900,5400,,
D199620045,D-263-1,2021,4114.0,4633.0,3154.0,4805.0,5240.0,5678.0,4240.0,4003.0,3119.0,3466.0,3311.0,2842.0,700,4500,,
