permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199720029,F-229,2018,4122.43,4225.77,4752.36,7815.06,5674.28,7534.54,9142.17,9816.4,5547.97,5116.53,3080.75,3772.05,600,18000,,
D199720030,F-228,2018,7310.96,8157.45,13116.6,15807.8,14889.44,17161.38,18822.42,25997.62,17840.17,9035.88,9630.82,7655.65,850,25500,,
D199740086,F-289,2018,3.36,3.36,0.0,13.44,20.16,13.44,13.44,10.08,10.08,10.08,10.08,6.48,1200,36000,,
D199740087,F-277,2018,8059.67,7221.96,11500.12,18116.97,14209.73,13057.67,11104.05,26704.73,15012.87,5832.57,10041.58,8999.03,700,21000,,
D199740088,F-281,2018,6595.28,11041.29,9524.32,16179.15,11611.22,10505.39,10187.81,27143.88,12663.17,6255.03,8721.88,6928.48,600,18000,,
D199740089,F-276,2018,6916.11,10713.55,11579.61,14350.61,10974.3,11839.33,12369.11,23804.9,10845.99,9460.5,3565.66,3925.31,600,18000,,
D199740090,F-287,2018,3383.34,4411.54,4948.8,8413.19,11479.27,8132.98,10738.22,21242.55,24635.16,8945.82,9594.23,6626.48,600,18000,,
D199740091,F-278,2018,14347.69,14321.31,12967.43,14847.55,13183.45,14407.97,13977.19,14429.32,14181.91,13744.84,14312.52,14725.66,1000,30000,,
D199740092,F-280,2018,6901.88,7530.05,9211.42,10817.94,9183.35,8318.61,9322.35,18480.31,11424.72,8309.25,7673.06,7158.07,800,24000,,
D199740093,F-279,2018,5948.94,5790.69,7912.25,10910.86,9210.39,8926.09,7791.55,18007.74,9170.16,5066.52,6260.06,5743.98,600,18000,,
D199740094,F-290,2018,1475.83,823.97,2144.9,4132.75,6017.34,4296.25,6389.52,15128.32,14579.72,4877.12,7764.23,4481.93,600,18000,,
D199740095,F-293,2018,3270.0,865.85,1002.72,2064.95,999.75,1166.37,1535.32,1365.72,2285.13,7887.87,12419.45,6508.15,700,21000,,
D199740096,F-288,2018,210.59,2.67,463.83,898.34,762.39,866.35,967.65,1436.81,3286.81,2844.3,9657.83,4944.5,800,24000,,
D199740103,F-269,2018,3047.02,6981.13,7434.49,12831.9,13914.34,11959.57,11713.84,21135.05,16463.76,6515.47,9405.23,8042.38,800,24000,,
D199740122,F-272,2018,4175.85,5137.0,3464.38,3283.24,4621.34,10833.72,12333.38,6961.39,10291.96,10430.66,10107.56,10712.67,750,22500,,
D199740125,F-291,2018,10075.98,5080.69,4509.23,3950.91,5717.82,3625.78,4046.16,6673.53,8332.06,7277.83,16555.74,9306.19,800,24000,,
D199740127,F-294,2018,3328.24,1629.92,2214.27,1715.91,1811.67,723.11,883.36,2927.6,2095.05,6171.81,7713.78,4479.35,600,18000,,
D199740128,F-295,2018,1620.25,2316.53,2298.85,2690.1,2990.72,2614.94,4670.65,9301.5,8547.75,4206.45,6545.09,3533.54,700,21000,,
D199740129,F-273,2018,913.24,2267.84,1797.34,1412.89,6475.97,1764.03,774.45,6449.6,4666.14,718.94,748.08,795.94,900,27000,,
D199740130,F-275,2018,6651.0,7780.44,6423.52,7272.98,6708.26,7794.76,7845.66,13061.78,7646.82,7952.24,8450.15,8507.95,600,18000,,
D199740131,F-274,2018,10618.62,17648.95,11384.06,14816.34,9380.27,11959.36,16461.79,31680.35,22346.4,22370.77,23085.02,22218.28,600,18000,,
D199740143,F-348,2018,9299.34,12104.92,11384.67,15242.05,14688.71,9056.97,18749.6,23940.04,14448.62,11398.38,10730.72,9817.52,1000,30000,,
D199740144,F-284,2018,3202.85,6583.13,8549.33,7279.57,4789.05,5559.65,5218.04,13805.77,6389.82,4677.83,4724.18,4927.73,600,18000,,
D199740145,F-283,2018,4195.79,8052.71,10644.49,5866.33,5482.27,5340.44,4802.0,10039.53,4483.21,2616.88,3563.22,2998.9,700,21000,,
D199740146,F-282,2018,4047.74,7111.25,8206.33,15685.37,12648.79,9120.1,4894.17,13725.21,6126.0,2959.91,3618.82,4429.58,700,21000,,
D199740147,F-285,2018,7122.8,8055.42,11197.77,16110.83,15659.23,15688.63,14604.78,27291.8,16039.42,14195.18,16045.72,11258.97,700,21000,,
D199740148,F-286,2018,8292.47,7723.02,5671.63,10920.17,7327.38,6117.58,5081.6,9843.02,4658.51,4153.1,6113.01,7117.55,700,21000,,
D199740161,F-297,2018,7306.83,17371.18,12769.83,15561.6,10925.99,8347.4,10489.45,14035.01,7055.57,7103.79,8231.92,8103.51,700,21000,,
D199740162,F-339,2018,9127.13,9127.13,9986.04,11790.38,13141.68,12710.65,11348.34,18449.32,14511.85,9301.74,9779.96,12060.36,800,24000,,
D199740163,F-271,2018,24172.89,24172.89,24089.24,25893.84,25577.07,26554.8,25762.2,26774.2,25619.58,23537.98,25334.36,24800.69,1000,30000,,
D199740190,F-292,2018,2057.67,1557.16,1646.53,1483.67,2002.06,1755.77,2321.83,4065.68,2639.62,7996.31,7539.49,5227.81,800,24000,,
D199740205,F-198,2018,815.43,1219.41,1122.16,2285.46,579.78,1159.56,1339.11,4006.1,3171.96,7765.32,6703.01,4365.19,800,24000,,
D199740206,F-197,2018,2745.62,1311.74,904.65,411.62,637.78,196.76,719.2,2137.24,2062.6,10068.77,7033.66,4755.43,800,24000,,
D199740207,F-195,2018,5277.23,4401.34,4262.66,4583.82,5280.88,3696.98,3806.47,8576.41,10514.31,6561.86,15974.02,9221.63,700,21000,,
D199740208,F-192,2018,5310.68,4162.24,4622.97,5488.23,5164.6,51.69,0.0,2607.02,44.95,8430.11,4492.61,2859.9,700,21000,,
D199740209,F-191,2018,8958.8,7001.79,8468.14,8882.66,8662.71,9023.66,8580.93,18684.61,15881.64,10580.24,14705.74,9867.17,900,27000,,
D199740210,F-194,2018,18981.43,18241.02,17788.55,20316.41,19804.11,19119.79,19994.82,32211.59,28965.75,25357.19,26770.7,19029.6,700,21000,,
D199740211,F-181,2018,15229.96,16596.2,15612.77,17338.73,17259.52,14982.45,13840.62,19087.78,14833.95,14206.93,1158.34,592.27,800,24000,,
D199740212,F-180,2018,18125.72,23422.69,23628.7,26249.17,24627.45,26573.84,25880.0,25316.35,24770.83,21566.94,12637.57,12549.3,600,18000,,
D199740213,F-187,2018,12823.14,14002.85,13137.2,13594.51,11367.94,12243.39,11415.69,15220.52,14633.42,13299.43,15344.18,15333.47,600,18000,,
D199740214,F-188,2018,22017.33,23339.21,26465.32,36103.41,22780.31,22235.32,24069.72,44626.03,24823.42,14336.54,16727.51,15783.13,700,21000,,
D199740215,F-175,2018,15981.52,24746.49,18336.81,19677.67,17511.54,21050.34,21326.54,26027.09,16857.01,11858.5,13375.12,13686.82,600,18000,,
D199740216,F-170,2018,5807.2,15702.86,9471.26,18685.19,13196.78,6967.1,9694.02,27011.91,7437.59,4902.7,4658.82,4536.28,700,21000,,
D199740217,F-171,2018,0.0,671.78,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,,800,24000,,
D199740218,F-173,2018,1453.18,3244.46,3910.15,6033.22,2996.66,3750.55,7007.61,18427.27,2509.47,5161.73,2614.47,1969.19,600,18000,,
D199740219,F-174,2018,5615.46,10313.79,6918.77,7810.62,8513.99,8532.38,9424.23,19595.51,8095.64,5562.6,5408.59,5433.25,700,21000,,
D199740220,F-179,2018,7258.22,7186.0,9373.7,15112.26,16631.92,13758.12,18900.86,23510.98,23188.99,10062.81,10122.99,8085.41,800,24000,,
D199740221,F-176,2018,69.45,52.44,141.73,150.24,140.31,131.81,121.89,500.31,785.2,212.6,161.57,154.31,700,21000,,
D199740222,F-177,2018,7659.45,8293.16,7853.44,8653.66,7986.0,6856.0,6632.91,8587.38,8660.13,6550.46,7056.46,7782.56,600,18000,,
D199740223,F-201,2018,4113.29,3912.41,3987.87,5739.47,3968.74,4887.05,6092.34,8462.53,4075.02,3389.48,2220.33,2155.51,600,18000,,
D199740224,F-200,2018,75.41,182.99,301.28,478.9,385.88,505.32,691.75,804.68,349.13,449.43,542.45,1953.89,600,18000,,
D199820003,F-306,2018,3009.91,3445.22,2634.5,3561.04,3807.32,3933.78,5058.67,7000.93,6935.7,4042.94,3999.01,3237.62,550,16500,,
D199820010,F-303,2018,10135.36,8362.74,4893.07,11740.51,10447.81,12004.98,10106.77,11657.81,11254.47,9861.7,9983.21,5907.66,700,21000,,
D199820011,F-305,2018,3098.19,3967.55,5605.63,6340.79,6660.24,5801.09,5839.01,12255.65,8010.95,3602.89,4912.76,4527.16,500,15000,,
D199820012,F-304,2018,7034.47,8280.21,8691.42,9497.22,8373.94,9486.64,11117.88,19933.27,15198.27,11190.45,10575.14,10291.35,500,15000,,
D199820019,F-308,2018,1854.26,11192.72,15853.55,3031.36,2148.07,2003.5,2401.77,4643.11,4422.99,3646.96,3902.53,2843.35,600,18000,,
D199820025,F-307,2018,4747.27,5567.97,5845.3,7487.96,8183.17,5635.73,7544.43,10127.0,9236.03,4988.21,5529.07,4089.83,800,24000,,
D199840018,F-333,2018,22558.1,24921.33,13982.44,10893.32,8544.74,9371.54,9283.65,14563.48,10943.77,11012.13,12600.64,12553.26,800,24000,,
D199840019,F-349,2018,7557.6,12174.84,7510.61,8438.69,4673.62,4766.14,5046.59,5499.79,1908.19,1655.93,1739.06,1794.38,850,25500,,
D199840020,R-006,2018,10949.73,10949.73,11590.21,12516.82,11417.19,11124.4,11193.44,12783.83,12282.26,11102.78,10988.82,8487.32,900,27000,,
D199840023,S-007,2018,5825.49,737.57,678.82,381.84,877.9,257.82,2232.29,2388.94,3452.87,2849.1,10547.88,5305.16,1200,36000,,
D199840025,F-336,2018,8582.28,14050.79,9664.02,10957.94,12348.97,9451.86,6420.27,12384.83,7267.44,11264.24,13932.75,13526.19,1000,30000,,
D199840026,F-337,2018,5122.39,7171.35,9029.62,13138.75,14381.96,9990.54,14415.61,15374.66,12282.53,5817.84,6244.09,5150.58,800,24000,,
D199840027,F-338,2018,7126.98,7058.16,9623.75,10910.54,6994.14,251.28,3029.73,15369.51,14175.54,10995.37,18456.86,13276.94,1000,30000,,
D199840053,F-335,2018,26254.0,29366.91,25331.98,30226.46,24948.52,27559.49,27404.38,24655.54,10870.41,10202.59,11232.33,11103.95,1000,30000,,
D199840054,F-334,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,850,25500,,
D199840058,F-386,2018,4877.21,6641.54,7386.0,8365.0,15596.42,20223.11,17179.52,26790.03,16962.75,17117.33,17918.65,16980.95,900,27000,,
D199840059,F-341,2018,5554.67,8290.96,13489.92,15947.6,11470.04,11895.41,13596.88,14875.48,7054.66,13072.01,11517.3,7571.62,700,21000,,
D199840060,F-342,2018,8604.66,13051.26,12937.91,12268.08,11309.72,8723.17,7999.24,17840.5,8571.17,3413.53,5057.17,4652.99,850,25500,,
D199840061,F-343,2018,6478.17,5885.0,8681.9,13988.1,12363.17,11309.83,10094.73,27494.47,13959.34,7312.21,8225.33,6533.27,850,25500,,
D199840062,F-344,2018,7895.36,13041.7,15612.63,11195.06,7944.74,7997.11,10422.89,24809.91,9978.44,4311.32,3992.57,3470.03,700,21000,,
D199840063,F-345,2018,5044.22,5659.54,6278.33,9055.96,8068.67,10074.53,10157.97,25742.55,11510.28,5294.52,6817.17,5717.29,1050,31500,,
D199840064,F-346,2018,6407.53,8848.89,11650.51,13384.77,10234.62,10340.19,9170.61,25961.89,12803.33,6466.18,7386.09,14322.17,1050,31500,,
D199840065,F-347,2018,25904.21,27460.6,27588.85,30873.97,24395.91,21454.14,17295.3,32371.58,18368.07,14568.61,18486.97,22187.99,1050,31500,,
D199840115,R-007,2018,1839.02,5241.59,1160.06,5711.05,710.0,6874.98,5745.96,12698.54,2021.37,3701.32,2793.45,1960.64,900,27000,,
D199840116,F-356,2018,1096.15,690.65,1258.34,1705.7,1069.98,837.15,915.63,2116.42,1292.35,6809.71,6911.74,3608.91,750,22500,,
D199840117,F-354,2018,3670.62,2592.33,3024.92,4602.58,4217.71,4061.85,4653.48,8079.17,6021.21,4666.2,9367.39,6194.22,800,24000,,
D199840118,F-355,2018,15800.59,17197.3,12452.12,12606.81,11551.31,13048.11,14453.92,18280.1,11769.69,13039.01,13170.95,13293.83,850,25500,,
D199840119,F-351,2018,6742.95,8015.51,6003.1,8568.7,5884.72,6915.97,9595.39,17585.86,5809.6,6344.57,6305.87,5884.98,850,25500,,
D199840120,F-352,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,650,19500,,
D199840121,F-350,2018,1257.04,3467.79,3153.53,2445.76,2016.73,2721.76,3516.97,4131.83,2074.11,4339.51,5820.63,4099.29,700,21000,,
D199840136,F-340,2018,9753.32,11388.43,11736.69,12796.32,12630.69,12290.93,12535.13,18602.02,16193.95,10235.36,11435.15,10548.42,800,24000,,
D199920008,F-364,2018,3214.23,4591.5,6971.89,14754.46,11057.38,11834.22,10955.83,25175.77,8039.14,7128.68,8922.88,7819.61,750,22500,,
D199920009,F-365,2018,4070.13,4380.26,5640.0,7818.11,7702.71,6113.61,8041.69,17323.89,11465.12,6404.5,8375.86,6032.41,600,18000,,
D199920027,S-011,2018,4624.99,6080.82,9006.04,13079.28,9641.03,13665.87,14006.6,26832.27,11354.35,8773.73,9577.15,7274.72,750,22500,,
D199920028,S-010,2018,5887.37,6596.48,6869.75,9280.73,7578.86,8571.62,11293.92,21857.97,6426.98,5489.57,6800.57,6372.38,800,24000,,
D199940023,F-391,2018,13543.01,16444.94,14014.35,19648.45,16780.47,22464.51,10740.94,27944.82,10661.05,8717.78,8188.52,17467.7,800,24000,,
D199940024,F-395,2018,1878.89,1878.89,4314.73,4369.75,2975.35,1784.94,2156.69,7181.37,6251.32,3590.01,1858.75,1751.72,900,27000,,
D199940025,F-394,2018,3713.65,4809.78,4987.16,6931.54,4025.2,3329.32,3875.11,7729.76,7907.14,2833.56,2101.29,1803.74,1000,30000,,
D199940036,F-392,2018,25465.38,25483.07,22904.05,25245.11,24690.39,25489.5,24693.61,24944.44,25576.33,24841.53,25600.45,25333.24,900,27000,,
D199940037,R-010,2018,3948.03,5840.5,3957.78,5485.94,5020.58,5330.82,3737.07,6419.32,4567.63,5013.49,4847.73,4547.48,600,18000,,
D199940040,F-384,2018,3052.39,2689.46,3141.77,2816.76,2429.45,2258.82,1990.69,3106.56,2131.53,6803.55,10083.45,6018.72,850,25500,,
D199940041,F-383,2018,2153.0,959.52,1075.18,1190.85,1175.08,1232.91,1301.26,3596.21,3596.21,1758.68,5741.32,3446.34,1000,30000,,
D199940042,F-382,2018,2768.84,909.13,2129.08,1976.26,1556.66,870.28,1214.76,6602.21,5656.82,10173.98,14160.17,7628.07,1050,31500,,
D199940050,F-387,2018,3635.68,3972.21,4827.34,8416.13,6736.21,5304.56,5787.29,16316.42,9309.87,2695.04,3100.53,4288.98,1000,30000,,
D199940051,F-388,2018,6295.3,7323.22,7990.77,8056.15,7412.94,7657.76,6410.86,11039.58,6114.34,4999.74,6903.54,5163.44,900,27000,,
D199940052,F-389,2018,11837.56,13787.68,18965.53,25625.25,23403.42,24673.31,26667.75,30772.26,31884.14,32670.36,37187.25,31632.67,700,21000,,
D199940053,R-011,2018,206.69,206.69,0.0,0.0,0.0,0.0,2.43,0.0,,1.22,,,600,18000,,
D199940058,F-390,2018,15489.65,16337.38,23455.54,29654.87,24676.19,22319.48,20164.62,35014.16,18997.8,11126.1,12648.54,11689.52,800,24000,,
D199940059,F-393,2018,17058.77,17912.76,14551.37,17069.33,15796.26,16838.67,16245.27,22438.06,15072.57,15928.33,16236.47,14279.57,1000,30000,,
D199940065,F-353,2018,12914.28,13514.8,11401.07,16570.94,18152.53,15551.24,16612.57,26226.92,28397.14,17299.31,23307.54,17910.24,900,27000,,
D199940073,F-385,2018,6406.61,4636.45,5048.35,5065.38,4711.34,4078.17,0.0,0.0,0.0,9048.23,1116.56,2294.3,1050,31500,,
D199940098,F-396,2018,6929.79,6929.79,9115.62,7203.8,7404.27,6823.75,6137.97,8494.09,8732.48,4198.28,4652.63,5360.27,700,21000,,
D199940112,S-015,2018,4894.69,717.78,5440.12,6824.98,5551.64,2232.41,2011.4,3134.71,5038.65,10699.77,17952.59,10061.33,1300,39000,,
D199940113,S-014,2018,4264.74,2308.07,2878.3,2233.0,2004.59,105.42,135.77,2114.8,1723.47,11043.59,11495.62,8073.62,850,25500,,
D200020009,F-404,2018,3779.51,5248.89,6963.17,13249.5,12441.53,15064.05,12148.43,25947.5,20162.53,12811.77,9977.14,7364.67,600,18000,,
D200020010,F-405,2018,5088.62,6146.47,6711.87,9814.13,8452.85,7744.85,8184.24,13627.69,10727.72,6592.49,6003.88,4610.47,614,18420,,
D200020031,S-017,2018,3202.96,4538.0,4988.74,8982.41,6004.83,8694.01,9983.21,13699.94,6174.81,4694.61,3900.08,3659.97,700,21000,,
D200020032,F-406,2018,2082.94,1796.0,3285.59,3033.19,2928.69,2885.29,3245.73,6068.15,4909.78,2704.63,4026.83,2843.94,600,18000,,
D200040024,R-015,2018,2534.99,2534.99,5790.26,3070.3,2443.9,2432.69,2762.0,4411.36,5001.32,2956.79,3451.45,3270.76,800,24000,,
D200040035,R-014,2018,10364.33,10364.33,16336.1,9976.75,8326.12,8663.54,10193.34,15879.36,13580.48,8544.99,12988.47,11278.25,700,21000,,
D200040037,F-428,2018,4991.49,485.98,1965.47,1328.67,667.93,263.34,1058.15,2671.7,2930.26,9674.15,17476.2,8996.65,900,27000,,
D200040038,F-427,2018,3329.38,6.32,4265.27,1422.81,784.13,110.66,1040.23,2118.41,4271.6,6459.56,15916.52,8042.46,1000,30000,,
D200040039,F-425,2018,4823.95,5327.06,8623.91,9845.19,8742.29,10624.52,10778.41,21154.34,13905.59,7805.13,8124.75,7120.48,850,25500,,
D200040040,F-424,2018,21110.5,22012.76,20558.15,26122.89,23397.38,23334.9,21562.88,32289.96,19227.26,13243.89,19259.76,14848.62,600,18000,,
D200040041,F-431,2018,14345.26,17949.08,15328.12,17510.49,15543.45,15926.55,15773.31,21044.29,14563.23,13232.94,14284.49,14002.81,600,18000,,
D200040042,F-430,2018,9619.05,10128.16,4909.07,5440.94,3703.14,4567.77,6510.35,18154.47,4911.92,4621.81,6481.91,7095.58,700,21000,,
D200040091,F-432,2018,16926.21,22407.55,16901.38,20764.28,19221.4,22705.57,25289.46,28157.93,18202.12,19518.39,18059.32,17377.16,700,21000,,
D200040092,F-426,2018,2552.98,2005.04,978.96,287.93,115.17,352.5,364.71,2048.66,1216.29,10941.33,6566.55,4367.56,800,24000,,
W200040109,F-429,2018,3583.77,1123.42,1705.47,1535.17,1921.51,1258.13,912.46,3883.68,3240.64,9605.0,11984.01,6514.64,800,24000,,
W200040110,S-019,2018,2362.01,3097.29,3276.23,4590.63,4888.32,3936.68,4276.67,13347.3,5355.19,2804.48,1987.86,2077.06,800,24000,,
W200120019,F-441,2018,5732.05,5581.61,5897.72,9058.81,7407.52,8206.3,9611.32,17412.86,7321.55,6955.29,7867.8,6556.1,700,21000,,
