timestamp,file,permit_no,well_id,year,month,old_value,new_value,action
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,6,12119,10537,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,7,18707,15850,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,8,21012,22520,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,9,16288,14188,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,10,19016,20214,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,11,16103,14937,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910018,F-607,2018,12,16743,7008,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,1,3032,1062,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,2,2523,1301,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,3,3140,1724,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,4,3284,1909,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,5,3532,1943,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,6,3033,2177,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,7,3313,2262,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,8,3661,4546,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,9,2914,3534,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,10,2018,2479,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,11,1831,2209,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910019,F-598,2018,12,2284,1937,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,1,1535,2617,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,2,1275,5686,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,3,1565,2973,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,4,1536,4680,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,5,1499,6630,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,6,1402,9900,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,7,1642,11199,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,8,1748,14006,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,9,464,6171,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,10,,7678,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,11,1594,6667,replaced_jeju
20260515_052104,usage_montly_2018.csv,W200910020,F-599,2018,12,3065,7131,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,1,24568,18294,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,2,20337,19120,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,3,25043,18063,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,4,27600,23686,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,5,25620,21114,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,6,24084,25281,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,7,27087,26084,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,8,29741,28098,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,9,25558,28733,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,10,22749,25640,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,11,17946,19063,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010002,F-608,2018,12,21217,23748,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,1,1339,1035,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,2,1114,9452,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,3,1386,6702,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,4,1450,738,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,5,1560,879,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,6,1339,1102,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,7,1372,1133,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,8,1256,2154,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,9,1031,1015,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,10,882,791,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,11,789,897,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010003,F-609,2018,12,824,695,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,1,856,1514,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,2,710,554,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,3,880,622,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,4,837,482,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,5,869,437,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,6,956,1389,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,7,1524,951,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,8,1712,2702,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,9,576,448,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,10,497,458,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,11,556,1032,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010006,F-611,2018,12,578,270,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,1,2297,22306,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,2,1905,13069,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,3,2363,5355,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,4,2276,2424,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,5,2343,2349,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,6,2976,2169,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,7,6061,3793,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,8,6808,10563,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,9,3846,2843,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,10,3044,2788,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,11,2238,3845,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010007,F-610,2018,12,2327,1514,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,1,,462,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,2,,560,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,3,,351,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,4,,617,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,5,,469,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,6,,740,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,7,,1537,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,8,,2313,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,9,,969,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,10,,1934,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,11,,1804,added_jeju
20260515_052104,usage_montly_2018.csv,W201010014,F-612,2018,12,,893,added_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,1,2655,1720,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,2,2205,820,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,3,2706,378,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,4,2657,507,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,5,2502,483,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,6,2300,674,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,7,2668,1148,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,8,1945,5018,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,9,1721,4018,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,10,2833,445,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,11,1717,699,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010015,F-613,2018,12,1997,715,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,1,3467,2177,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,2,2875,1501,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,3,3566,2309,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,4,3445,3814,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,5,3522,2813,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,6,3420,3649,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,7,4367,3633,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,8,4905,6080,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,9,4192,3876,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,10,3972,3806,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,11,2964,3551,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201010016,F-614,2018,12,3082,2701,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,1,3653,1416,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,2,3040,2167,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,3,3783,2028,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,4,3956,1958,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,5,4664,2426,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,6,4048,2261,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,7,3959,2261,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,8,3556,7418,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,9,2978,3236,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,10,2417,1814,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,11,1844,2110,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110010,F-620,2018,12,1835,971,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,1,17882,19833,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,2,14802,19629,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,3,18227,17678,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,4,20199,19854,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,5,18663,18688,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,6,17544,18926,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,7,18751,18396,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,8,19616,20468,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,9,16857,17090,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,10,41736,18098,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,11,17450,19670,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110012,F-618,2018,12,18950,19236,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,1,4256,6565,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,2,3530,5187,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,3,4378,4465,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,4,4148,4255,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,5,4303,3256,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,6,6830,5215,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,7,11349,7019,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,8,12747,19980,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,9,10751,4977,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,10,11135,14947,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,11,6169,9591,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201110013,F-619,2018,12,6415,3380,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,1,25025,25621,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,2,20833,25595,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,3,25486,23130,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,4,24711,25605,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,5,25693,24781,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,6,22157,25615,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,7,22301,23113,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,8,22710,25576,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,9,15027,23847,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,10,8638,8323,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,11,7022,8468,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210002,F-630,2018,12,7507,7548,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,1,8634,7503,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,2,7147,8713,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,3,8801,7128,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,4,9859,8288,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,5,9626,7599,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,6,8621,8194,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,7,9832,8216,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,8,13840,14544,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,9,11894,14008,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,10,13792,10606,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,11,8496,12517,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210003,F-631,2018,12,7448,6640,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,1,3239,4024,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,2,2696,2085,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,3,3298,4081,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,4,3216,2594,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,5,3329,3365,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,6,2950,2795,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,7,8196,3378,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,8,10370,5811,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,9,9170,10732,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,10,16169,11483,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,11,12051,15249,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210004,F-628,2018,12,12114,12952,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,1,5712,7394,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,2,4728,3892,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,3,5822,5335,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,4,6522,5030,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,5,6064,4798,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,6,5633,4821,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,7,6999,4763,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,8,10653,8960,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,9,9155,12259,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,10,19483,9214,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,11,3591,11755,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210005,F-629,2018,12,3899,6162,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,1,539,4391,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,2,447,3549,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,3,554,1874,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,4,523,1678,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,5,544,581,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,6,1501,729,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,7,2870,1527,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,8,3224,4705,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,9,5960,3128,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,10,6177,7872,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,11,2396,5675,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210009,F-638,2018,12,2491,1474,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,1,10900,2470,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,2,9053,2745,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,3,11111,2056,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,4,10908,2590,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,5,10886,2976,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,6,10012,3282,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,7,8084,4101,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,8,6756,8829,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,9,5979,5986,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,10,11483,7630,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,11,8553,7722,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210010,F-639,2018,12,9005,5027,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,1,,114,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,2,,112,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,3,,103,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,4,,68,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,5,,22,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,6,,24,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,7,,28,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,8,,42,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,9,,28,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,10,11,22,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,11,37,370,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210011,F-637,2018,12,38,114,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,1,13093,11233,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,2,10839,11355,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,3,13346,12181,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,4,14545,14330,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,5,13631,12171,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,6,12814,14095,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,7,15301,13036,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,8,17145,19308,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,9,14733,15412,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,10,17389,13296,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,11,12528,16446,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210012,F-640,2018,12,12534,11653,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,1,3168,4223,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,2,2628,3695,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,3,3259,3288,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,4,3061,3442,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,5,3196,3049,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,6,2304,3477,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,7,2196,4276,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,8,2501,226,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,9,2905,90,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,10,4196,5536,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,11,5028,11204,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201210014,F-621,2018,12,5227,2609,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,1,14459,10242,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,2,11969,12411,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,3,14738,8333,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,4,16510,3653,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,5,15467,10185,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,6,14287,17106,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,7,14450,13229,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,8,11607,15543,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,9,9974,12149,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,10,11171,7725,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,11,12634,9356,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310003,F-641,2018,12,16655,20581,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,1,1076,87,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,2,891,542,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,3,1097,1042,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,4,1160,1388,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,5,1115,1582,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,6,1048,1247,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,7,2608,676,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,8,3990,9042,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,9,3429,996,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,10,766,86,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,11,0,87,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310004,F-642,2018,12,,83,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,1,8576,11070,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,2,7113,12342,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,3,8821,10090,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,4,8229,13415,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,5,8588,6668,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,6,11841,7065,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,7,15478,11083,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,8,17023,24059,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,9,13237,10135,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,10,14093,17388,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,11,8543,13880,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310005,F-645,2018,12,8883,6642,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310006,F-644,2018,1,11820,19110,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310006,F-644,2018,2,9818,25450,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310006,F-644,2018,3,12049,22841,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310006,F-644,2018,4,11829,25514,replaced_jeju
20260515_052104,usage_montly_2018.csv,W201310006,F-644,2018,5,11805,11976,replaced_jeju
